Timestamp,Multimeter Temp (C)
2025-02-11 15:40:44,26.5
2025-02-11 15:40:44,26.1
2025-02-11 15:40:45,26.0
2025-02-11 15:40:45,25.9
2025-02-11 15:40:46,25.7
2025-02-11 15:40:46,25.4
2025-02-11 15:40:47,25.2
2025-02-11 15:40:47,25.2
2025-02-11 15:40:48,25.1
2025-02-11 15:40:48,25.0
2025-02-11 15:40:49,24.9
2025-02-11 15:40:49,24.8
2025-02-11 15:40:50,24.4
2025-02-11 15:40:50,24.4
2025-02-11 15:40:51,24.2
2025-02-11 15:40:52,24.1
2025-02-11 15:40:52,24.0
2025-02-11 15:40:53,23.9
2025-02-11 15:40:53,23.8
2025-02-11 15:40:54,23.5
2025-02-11 15:40:54,23.4
2025-02-11 15:40:55,23.3
2025-02-11 15:40:55,22.9
2025-02-11 15:40:56,22.9
2025-02-11 15:40:56,22.8
2025-02-11 15:40:57,22.7
2025-02-11 15:40:57,22.6
2025-02-11 15:40:58,22.5
2025-02-11 15:40:58,22.4
2025-02-11 15:40:59,21.9
2025-02-11 15:40:59,22.1
2025-02-11 15:41:00,22.0
2025-02-11 15:41:00,21.8
2025-02-11 15:41:01,21.8
2025-02-11 15:41:01,21.7
2025-02-11 15:41:02,21.7
2025-02-11 15:41:02,21.7
2025-02-11 15:41:03,21.7
2025-02-11 15:41:03,21.7
2025-02-11 15:41:04,21.6
2025-02-11 15:41:04,21.5
2025-02-11 15:41:05,21.4
2025-02-11 15:41:05,21.4
2025-02-11 15:41:06,-8.9
2025-02-11 15:41:06,-28.6
2025-02-11 15:41:07,-18.9
2025-02-11 15:41:07,25.6
2025-02-11 15:41:08,41.5
2025-02-11 15:41:08,44.1
2025-02-11 15:41:09,23.9
2025-02-11 15:41:09,-2.4
2025-02-11 15:41:10,4.6
2025-02-11 15:41:11,2.1
2025-02-11 15:41:11,-6.5
2025-02-11 15:41:12,4.3
2025-02-11 15:41:12,57.7
2025-02-11 15:41:13,70.8
2025-02-11 15:41:13,84.5
2025-02-11 15:41:14,83.2
2025-02-11 15:41:14,82.5
2025-02-11 15:41:15,91.2
2025-02-11 15:41:15,145.8
2025-02-11 15:41:16,130.0
2025-02-11 15:41:16,108.5
2025-02-11 15:41:17,409.9
2025-02-11 15:41:17,426.9
2025-02-11 15:41:18,416.1
2025-02-11 15:41:18,345.1
2025-02-11 15:41:19,265.0
2025-02-11 15:41:19,238.3
2025-02-11 15:41:20,333.6
2025-02-11 15:41:20,259.1
2025-02-11 15:41:21,243.7
2025-02-11 15:41:21,-98.2
2025-02-11 15:41:22,-103.9
2025-02-11 15:41:22,-73.9
2025-02-11 15:41:23,-82.3
2025-02-11 15:41:23,-92.3
2025-02-11 15:41:24,-68.5
2025-02-11 15:41:24,-45.9
2025-02-11 15:41:25,-18.2
2025-02-11 15:41:25,-31.8
2025-02-11 15:41:26,-145.7
2025-02-11 15:41:26,-137.8
2025-02-11 15:41:27,-88.4
2025-02-11 15:41:28,-84.3
2025-02-11 15:41:28,-92.7
2025-02-11 15:41:29,-70.1
2025-02-11 15:41:29,-38.6
2025-02-11 15:41:30,-31.4
2025-02-11 15:41:30,-61.7
2025-02-11 15:41:31,-91.8
2025-02-11 15:41:31,40.2
2025-02-11 15:41:32,85.4
2025-02-11 15:41:32,89.0
2025-02-11 15:41:33,66.0
2025-02-11 15:41:33,63.5
2025-02-11 15:41:34,84.8
2025-02-11 15:41:34,116.3
2025-02-11 15:41:35,-39.6
2025-02-11 15:41:35,-135.3
2025-02-11 15:41:36,84.1
2025-02-11 15:41:36,183.1
2025-02-11 15:41:37,217.6
2025-02-11 15:41:37,184.3
2025-02-11 15:41:38,103.8
2025-02-11 15:41:38,104.1
2025-02-11 15:41:39,130.9
2025-02-11 15:41:39,109.6
2025-02-11 15:41:40,127.7
2025-02-11 15:41:40,139.6
2025-02-11 15:41:41,100.4
2025-02-11 15:41:41,95.2
2025-02-11 15:41:42,23.2
2025-02-11 15:41:42,51.0
2025-02-11 15:41:43,40.9
2025-02-11 15:41:43,47.4
2025-02-11 15:41:44,129.7
2025-02-11 15:41:44,183.9
2025-02-11 15:41:45,177.2
2025-02-11 15:41:46,144.1
2025-02-11 15:41:46,137.0
2025-02-11 15:41:47,192.0
2025-02-11 15:41:47,397.4
2025-02-11 15:41:48,335.5
2025-02-11 15:41:48,322.7
2025-02-11 15:41:49,260.8
2025-02-11 15:41:49,-75.4
2025-02-11 15:41:50,-200.1
2025-02-11 15:41:50,-200.1
2025-02-11 15:41:51,-200.1
2025-02-11 15:41:51,-200.1
2025-02-11 15:41:52,-200.1
2025-02-11 15:41:52,-200.1
2025-02-11 15:41:53,-32.4
2025-02-11 15:41:53,-29.2
2025-02-11 15:41:54,-11.0
2025-02-11 15:41:54,44.4
2025-02-11 15:41:55,30.0
2025-02-11 15:41:55,22.0
2025-02-11 15:41:56,18.7
2025-02-11 15:41:56,-9.3
2025-02-11 15:41:57,-32.0
2025-02-11 15:41:57,-0.6
2025-02-11 15:41:58,-49.4
2025-02-11 15:41:58,-71.1
2025-02-11 15:41:59,-95.1
2025-02-11 15:41:59,-147.1
2025-02-11 15:42:00,-200.1
2025-02-11 15:42:01,-157.3
2025-02-11 15:42:01,-110.4
2025-02-11 15:42:02,-21.7
2025-02-11 15:42:02,2.2
2025-02-11 15:42:03,2.0
2025-02-11 15:42:03,-9.8
2025-02-11 15:42:04,3.9
2025-02-11 15:42:04,-20.1
2025-02-11 15:42:05,-22.6
2025-02-11 15:42:05,42.0
2025-02-11 15:42:06,64.6
2025-02-11 15:42:06,94.1
2025-02-11 15:42:07,107.7
2025-02-11 15:42:07,90.6
2025-02-11 15:42:08,61.0
2025-02-11 15:42:08,41.0
2025-02-11 15:42:09,122.7
2025-02-11 15:42:09,99.5
2025-02-11 15:42:10,52.9
2025-02-11 15:42:10,39.9
2025-02-11 15:42:11,-3.5
2025-02-11 15:42:11,-10.8
2025-02-11 15:42:12,-27.5
2025-02-11 15:42:12,-27.7
2025-02-11 15:42:13,-13.3
2025-02-11 15:42:13,-10.9
2025-02-11 15:42:14,-14.8
2025-02-11 15:42:14,27.6
2025-02-11 15:42:15,68.6
2025-02-11 15:42:15,100.2
2025-02-11 15:42:16,107.6
2025-02-11 15:42:16,83.6
2025-02-11 15:42:17,46.6
2025-02-11 15:42:17,10.8
2025-02-11 15:42:18,-10.2
2025-02-11 15:42:18,-10.1
2025-02-11 15:42:19,-7.4
2025-02-11 15:42:19,-13.2
2025-02-11 15:42:20,-69.5
2025-02-11 15:42:21,-8.5
2025-02-11 15:42:21,88.4
2025-02-11 15:42:22,209.6
2025-02-11 15:42:22,325.9
2025-02-11 15:42:23,227.3
2025-02-11 15:42:23,229.6
2025-02-11 15:42:24,152.8
2025-02-11 15:42:24,122.9
2025-02-11 15:42:25,105.6
2025-02-11 15:42:25,82.6
2025-02-11 15:42:26,66.9
2025-02-11 15:42:26,51.0
2025-02-11 15:42:27,39.0
2025-02-11 15:42:27,44.0
2025-02-11 15:42:28,52.2
2025-02-11 15:42:28,45.1
2025-02-11 15:42:29,40.1
2025-02-11 15:42:29,40.3
2025-02-11 15:42:30,38.3
2025-02-11 15:42:30,41.9
2025-02-11 15:42:31,-27.5
2025-02-11 15:42:31,-14.0
2025-02-11 15:42:32,6.7
2025-02-11 15:42:32,12.3
2025-02-11 15:42:33,16.9
2025-02-11 15:42:33,20.7
2025-02-11 15:42:34,27.1
2025-02-11 15:42:34,33.1
2025-02-11 15:42:35,33.5
2025-02-11 15:42:36,25.3
2025-02-11 15:42:36,17.2
2025-02-11 15:42:37,16.4
2025-02-11 15:42:37,17.0
2025-02-11 15:42:38,19.7
2025-02-11 15:42:38,20.8
2025-02-11 15:42:39,22.7
2025-02-11 15:42:39,23.4
2025-02-11 15:42:40,24.2
2025-02-11 15:42:40,22.5
2025-02-11 15:42:41,25.8
2025-02-11 15:42:41,29.7
2025-02-11 15:42:42,26.6
2025-02-11 15:42:42,21.7
2025-02-11 15:42:43,27.3
2025-02-11 15:42:43,32.2
2025-02-11 15:42:44,32.8
2025-02-11 15:42:44,32.2
2025-02-11 15:42:45,43.2
2025-02-11 15:42:45,39.0
2025-02-11 15:42:46,34.4
2025-02-11 15:42:46,31.2
2025-02-11 15:42:47,16.6
2025-02-11 15:42:47,4.0
2025-02-11 15:42:48,14.0
2025-02-11 15:42:48,31.5
2025-02-11 15:42:49,41.1
2025-02-11 15:42:49,6.8
2025-02-11 15:42:50,-104.2
2025-02-11 15:42:50,181.6
2025-02-11 15:42:51,222.9
2025-02-11 15:42:51,197.5
2025-02-11 15:42:52,140.3
2025-02-11 15:42:52,120.6
2025-02-11 15:42:53,104.1
2025-02-11 15:42:53,90.9
2025-02-11 15:42:54,70.2
2025-02-11 15:42:54,62.7
2025-02-11 15:42:55,56.0
2025-02-11 15:42:55,50.3
2025-02-11 15:42:56,41.7
2025-02-11 15:42:56,38.3
2025-02-11 15:42:57,35.5
2025-02-11 15:42:58,31.0
2025-02-11 15:42:58,29.2
2025-02-11 15:42:59,27.4
2025-02-11 15:42:59,26.5
2025-02-11 15:43:00,25.1
2025-02-11 15:43:00,24.3
2025-02-11 15:43:01,23.6
2025-02-11 15:43:01,23.2
2025-02-11 15:43:02,22.6
2025-02-11 15:43:02,22.4
2025-02-11 15:43:03,22.2
2025-02-11 15:43:03,22.0
2025-02-11 15:43:04,21.6
2025-02-11 15:43:04,21.3
2025-02-11 15:43:05,21.3
2025-02-11 15:43:05,21.0
2025-02-11 15:43:06,21.3
2025-02-11 15:43:06,21.3
2025-02-11 15:43:07,21.4
2025-02-11 15:43:07,21.5
2025-02-11 15:43:08,21.6
2025-02-11 15:43:08,21.8
2025-02-11 15:43:09,21.4
2025-02-11 15:43:09,21.9
2025-02-11 15:43:10,22.6
2025-02-11 15:43:10,22.2
2025-02-11 15:43:11,22.2
2025-02-11 15:43:11,22.2
2025-02-11 15:43:12,22.1
2025-02-11 15:43:12,22.0
2025-02-11 15:43:13,22.1
2025-02-11 15:43:13,22.0
2025-02-11 15:43:14,21.9
2025-02-11 15:43:14,21.9
2025-02-11 15:43:15,21.9
2025-02-11 15:43:16,21.9
2025-02-11 15:43:16,21.9
2025-02-11 15:43:17,22.0
2025-02-11 15:43:17,22.0
2025-02-11 15:43:18,21.9
2025-02-11 15:43:18,22.0
2025-02-11 15:43:19,22.0
2025-02-11 15:43:19,22.0
2025-02-11 15:43:20,22.0
2025-02-11 15:43:20,22.0
2025-02-11 15:43:21,22.0
2025-02-11 15:43:21,21.9
2025-02-11 15:43:22,22.0
2025-02-11 15:43:22,22.0
2025-02-11 15:43:23,22.0
2025-02-11 15:43:23,22.0
2025-02-11 15:43:24,22.0
2025-02-11 15:43:24,22.0
2025-02-11 15:43:25,22.0
2025-02-11 15:43:25,22.0
2025-02-11 15:43:26,21.9
2025-02-11 15:43:26,22.0
2025-02-11 15:43:27,22.0
2025-02-11 15:43:27,22.0
2025-02-11 15:43:28,22.0
2025-02-11 15:43:28,22.0
2025-02-11 15:43:29,22.0
2025-02-11 15:43:29,22.0
2025-02-11 15:43:30,22.0
2025-02-11 15:43:30,22.0
2025-02-11 15:43:31,22.0
2025-02-11 15:43:32,21.9
2025-02-11 15:43:32,21.9
2025-02-11 15:43:33,22.0
2025-02-11 15:43:33,22.0
2025-02-11 15:43:34,22.1
2025-02-11 15:43:34,22.0
2025-02-11 15:43:35,22.0
2025-02-11 15:43:35,22.0
2025-02-11 15:43:36,22.0
2025-02-11 15:43:36,22.1
2025-02-11 15:43:37,22.1
2025-02-11 15:43:37,22.1
2025-02-11 15:43:38,22.1
2025-02-11 15:43:38,22.0
2025-02-11 15:43:39,22.0
2025-02-11 15:43:39,22.0
2025-02-11 15:43:40,22.0
2025-02-11 15:43:40,22.0
2025-02-11 15:43:41,22.0
2025-02-11 15:43:41,22.0
2025-02-11 15:43:42,22.0
2025-02-11 15:43:42,22.1
2025-02-11 15:43:43,22.1
2025-02-11 15:43:43,22.1
2025-02-11 15:43:44,22.0
2025-02-11 15:43:44,22.0
2025-02-11 15:43:45,22.1
2025-02-11 15:43:45,22.1
2025-02-11 15:43:46,22.1
2025-02-11 15:43:47,21.9
2025-02-11 15:43:47,21.9
2025-02-11 15:43:48,22.0
2025-02-11 15:43:48,22.0
2025-02-11 15:43:49,22.0
2025-02-11 15:43:49,22.0
2025-02-11 15:43:50,22.1
2025-02-11 15:43:50,22.0
2025-02-11 15:43:51,22.1
2025-02-11 15:43:51,22.0
2025-02-11 15:43:52,22.0
2025-02-11 15:43:52,21.9
2025-02-11 15:43:53,21.9
2025-02-11 15:43:53,22.0
2025-02-11 15:43:54,22.1
2025-02-11 15:43:54,21.9
2025-02-11 15:43:55,21.9
2025-02-11 15:43:55,22.0
2025-02-11 15:43:56,22.0
2025-02-11 15:43:56,22.0
2025-02-11 15:43:57,21.9
2025-02-11 15:43:57,22.0
2025-02-11 15:43:58,22.0
2025-02-11 15:43:58,22.0
2025-02-11 15:43:59,22.0
2025-02-11 15:43:59,22.0
2025-02-11 15:44:00,22.1
2025-02-11 15:44:00,22.0
2025-02-11 15:44:01,22.1
2025-02-11 15:44:01,22.0
2025-02-11 15:44:02,22.0
2025-02-11 15:44:02,22.1
2025-02-11 15:44:03,22.1
2025-02-11 15:44:03,22.0
2025-02-11 15:44:04,22.1
2025-02-11 15:44:04,22.1
2025-02-11 15:44:05,21.7
2025-02-11 15:44:05,22.0
2025-02-11 15:44:06,22.1
2025-02-11 15:44:07,22.3
2025-02-11 15:44:07,22.3
2025-02-11 15:44:08,22.4
2025-02-11 15:44:08,22.4
2025-02-11 15:44:09,22.0
2025-02-11 15:44:09,21.6
2025-02-11 15:44:10,21.7
2025-02-11 15:44:10,21.8
2025-02-11 15:44:11,21.8
2025-02-11 15:44:11,22.3
2025-02-11 15:44:12,22.3
2025-02-11 15:44:12,22.3
2025-02-11 15:44:13,22.3
2025-02-11 15:44:13,22.2
2025-02-11 15:44:14,22.3
2025-02-11 15:44:14,22.3
2025-02-11 15:44:15,22.2
2025-02-11 15:44:15,22.2
2025-02-11 15:44:16,22.2
2025-02-11 15:44:16,22.2
2025-02-11 15:44:17,22.1
2025-02-11 15:44:17,22.1
2025-02-11 15:44:18,22.2
2025-02-11 15:44:18,22.2
2025-02-11 15:44:19,22.0
2025-02-11 15:44:19,22.1
2025-02-11 15:44:20,22.2
2025-02-11 15:44:20,22.2
2025-02-11 15:44:21,22.2
2025-02-11 15:44:21,22.1
2025-02-11 15:44:22,22.1
2025-02-11 15:44:22,22.1
2025-02-11 15:44:23,22.1
2025-02-11 15:44:23,22.1
2025-02-11 15:44:24,22.1
2025-02-11 15:44:24,22.1
2025-02-11 15:44:25,22.1
2025-02-11 15:44:26,22.1
2025-02-11 15:44:26,22.1
2025-02-11 15:44:27,22.1
2025-02-11 15:44:27,22.1
2025-02-11 15:44:28,22.0
2025-02-11 15:44:28,22.0
2025-02-11 15:44:29,22.0
2025-02-11 15:44:29,22.0
2025-02-11 15:44:30,22.0
2025-02-11 15:44:30,22.1
2025-02-11 15:44:31,22.0
2025-02-11 15:44:31,22.1
2025-02-11 15:44:32,22.1
2025-02-11 15:44:32,22.1
2025-02-11 15:44:33,22.0
2025-02-11 15:44:33,22.0
2025-02-11 15:44:34,22.1
2025-02-11 15:44:34,22.1
2025-02-11 15:44:35,22.1
2025-02-11 15:44:35,22.1
2025-02-11 15:44:36,22.1
2025-02-11 15:44:36,22.0
2025-02-11 15:44:37,22.0
2025-02-11 15:44:37,22.0
2025-02-11 15:44:38,22.1
2025-02-11 15:44:38,22.1
2025-02-11 15:44:39,22.0
2025-02-11 15:44:39,22.0
2025-02-11 15:44:40,22.1
2025-02-11 15:44:40,22.2
2025-02-11 15:44:41,22.2
2025-02-11 15:44:41,22.2
2025-02-11 15:44:42,22.2
2025-02-11 15:44:43,22.2
2025-02-11 15:44:43,22.2
2025-02-11 15:44:44,22.1
2025-02-11 15:44:44,22.1
2025-02-11 15:44:45,22.0
2025-02-11 15:44:45,22.0
2025-02-11 15:44:46,22.0
2025-02-11 15:44:46,22.0
2025-02-11 15:44:47,22.0
2025-02-11 15:44:47,22.0
2025-02-11 15:44:48,22.0
2025-02-11 15:44:48,22.0
2025-02-11 15:44:49,22.1
2025-02-11 15:44:49,22.1
2025-02-11 15:44:50,22.1
2025-02-11 15:44:50,22.0
2025-02-11 15:44:51,22.1
2025-02-11 15:44:51,22.1
2025-02-11 15:44:52,22.0
2025-02-11 15:44:52,22.0
2025-02-11 15:44:53,22.0
2025-02-11 15:44:53,22.0
2025-02-11 15:44:54,22.0
2025-02-11 15:44:54,22.0
2025-02-11 15:44:55,22.0
2025-02-11 15:44:55,22.0
2025-02-11 15:44:56,22.1
2025-02-11 15:44:56,22.1
2025-02-11 15:44:57,22.0
2025-02-11 15:44:57,22.1
2025-02-11 15:44:58,22.0
2025-02-11 15:44:58,22.1
2025-02-11 15:44:59,22.1
2025-02-11 15:44:59,22.0
2025-02-11 15:45:00,22.0
2025-02-11 15:45:01,21.9
2025-02-11 15:45:01,22.0
2025-02-11 15:45:02,22.0
2025-02-11 15:45:02,22.0
2025-02-11 15:45:03,21.9
2025-02-11 15:45:03,22.0
2025-02-11 15:45:04,22.0
2025-02-11 15:45:04,22.0
2025-02-11 15:45:05,22.1
2025-02-11 15:45:05,22.2
2025-02-11 15:45:06,22.2
2025-02-11 15:45:06,22.1
2025-02-11 15:45:07,22.1
2025-02-11 15:45:07,22.1
2025-02-11 15:45:08,22.0
2025-02-11 15:45:08,22.1
2025-02-11 15:45:09,22.1
2025-02-11 15:45:09,22.1
2025-02-11 15:45:10,22.1
2025-02-11 15:45:10,22.0
2025-02-11 15:45:11,22.0
2025-02-11 15:45:11,22.0
2025-02-11 15:45:12,22.0
2025-02-11 15:45:12,22.0
2025-02-11 15:45:13,22.0
2025-02-11 15:45:13,22.0
2025-02-11 15:45:14,22.0
2025-02-11 15:45:14,22.1
2025-02-11 15:45:15,22.0
2025-02-11 15:45:15,22.0
2025-02-11 15:45:16,22.1
2025-02-11 15:45:16,22.0
2025-02-11 15:45:17,22.1
2025-02-11 15:45:18,22.0
2025-02-11 15:45:18,22.0
2025-02-11 15:45:19,22.0
2025-02-11 15:45:19,22.0
2025-02-11 15:45:20,22.1
2025-02-11 15:45:20,22.1
2025-02-11 15:45:21,22.2
2025-02-11 15:45:21,22.1
2025-02-11 15:45:22,22.1
2025-02-11 15:45:22,22.1
2025-02-11 15:45:23,22.1
2025-02-11 15:45:23,22.1
2025-02-11 15:45:24,22.1
2025-02-11 15:45:24,22.0
2025-02-11 15:45:25,22.0
2025-02-11 15:45:25,22.0
2025-02-11 15:45:26,22.1
2025-02-11 15:45:26,22.1
2025-02-11 15:45:27,22.0
2025-02-11 15:45:27,22.0
2025-02-11 15:45:28,22.1
2025-02-11 15:45:28,22.1
2025-02-11 15:45:29,22.1
2025-02-11 15:45:29,22.1
2025-02-11 15:45:30,22.0
2025-02-11 15:45:30,22.0
2025-02-11 15:45:31,22.0
2025-02-11 15:45:31,22.0
2025-02-11 15:45:32,22.0
2025-02-11 15:45:32,22.0
2025-02-11 15:45:33,22.0
2025-02-11 15:45:34,22.0
2025-02-11 15:45:34,22.0
2025-02-11 15:45:35,22.0
2025-02-11 15:45:35,22.0
2025-02-11 15:45:36,21.9
2025-02-11 15:45:36,21.9
2025-02-11 15:45:37,21.9
2025-02-11 15:45:37,21.9
2025-02-11 15:45:38,22.0
2025-02-11 15:45:38,22.0
2025-02-11 15:45:39,22.0
2025-02-11 15:45:39,22.0
2025-02-11 15:45:40,22.0
2025-02-11 15:45:40,22.0
2025-02-11 15:45:41,22.0
2025-02-11 15:45:41,22.0
2025-02-11 15:45:42,22.0
2025-02-11 15:45:42,22.1
2025-02-11 15:45:43,22.1
2025-02-11 15:45:43,22.1
2025-02-11 15:45:44,22.1
2025-02-11 15:45:44,22.1
2025-02-11 15:45:45,22.1
2025-02-11 15:45:45,22.1
2025-02-11 15:45:46,22.0
2025-02-11 15:45:46,22.0
2025-02-11 15:45:47,22.1
2025-02-11 15:45:47,22.1
2025-02-11 15:45:48,22.0
2025-02-11 15:45:48,22.1
2025-02-11 15:45:49,22.0
2025-02-11 15:45:50,22.0
2025-02-11 15:45:50,22.0
2025-02-11 15:45:51,22.0
2025-02-11 15:45:51,22.0
2025-02-11 15:45:52,22.0
2025-02-11 15:45:52,22.0
2025-02-11 15:45:53,22.1
2025-02-11 15:45:53,22.1
2025-02-11 15:45:54,22.0
2025-02-11 15:45:54,22.0
2025-02-11 15:45:55,22.0
2025-02-11 15:45:55,22.0
2025-02-11 15:45:56,22.0
2025-02-11 15:45:56,22.1
2025-02-11 15:45:57,22.0
2025-02-11 15:45:57,22.0
2025-02-11 15:45:58,22.1
2025-02-11 15:45:58,22.0
2025-02-11 15:45:59,22.0
2025-02-11 15:45:59,22.0
2025-02-11 15:46:00,22.0
2025-02-11 15:46:00,22.0
2025-02-11 15:46:01,22.0
2025-02-11 15:46:01,22.1
2025-02-11 15:46:02,22.1
2025-02-11 15:46:02,22.0
2025-02-11 15:46:03,22.0
2025-02-11 15:46:03,22.0
2025-02-11 15:46:04,22.0
2025-02-11 15:46:04,22.0
2025-02-11 15:46:05,22.0
2025-02-11 15:46:05,22.0
2025-02-11 15:46:06,22.0
2025-02-11 15:46:06,22.0
2025-02-11 15:46:07,22.0
2025-02-11 15:46:07,22.0
2025-02-11 15:46:08,22.0
2025-02-11 15:46:08,22.0
2025-02-11 15:46:09,22.0
2025-02-11 15:46:09,22.0
2025-02-11 15:46:10,22.0
2025-02-11 15:46:10,22.1
2025-02-11 15:46:11,22.1
2025-02-11 15:46:11,22.1
2025-02-11 15:46:12,22.1
2025-02-11 15:46:12,22.0
2025-02-11 15:46:13,22.0
2025-02-11 15:46:13,22.0
2025-02-11 15:46:14,22.0
2025-02-11 15:46:15,22.0
2025-02-11 15:46:15,22.0
2025-02-11 15:46:16,22.0
2025-02-11 15:46:16,22.0
2025-02-11 15:46:17,22.0
2025-02-11 15:46:17,22.1
2025-02-11 15:46:18,22.0
2025-02-11 15:46:18,22.0
2025-02-11 15:46:19,22.0
2025-02-11 15:46:19,22.1
2025-02-11 15:46:20,22.1
2025-02-11 15:46:20,22.1
2025-02-11 15:46:21,22.0
2025-02-11 15:46:21,22.0
2025-02-11 15:46:22,22.0
2025-02-11 15:46:22,22.0
2025-02-11 15:46:23,22.0
2025-02-11 15:46:23,22.0
2025-02-11 15:46:24,22.0
2025-02-11 15:46:24,22.0
2025-02-11 15:46:25,22.0
2025-02-11 15:46:25,22.0
2025-02-11 15:46:26,21.9
2025-02-11 15:46:26,21.9
2025-02-11 15:46:27,21.9
